Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Outlet_Years_Operating,Outlet_Age_Category,Item_Category_Code,Item_Numeric_ID,Price_per_Weight_Ratio,High_Value_Item,Has_Zero_Visibility,Item_Visibility_Corrected,MRP_Price_Segment,Weight_Category,Store_Avg_Sales,Store_Sales_Std,Store_Product_Count,Store_Median_Sales,Store_Min_Sales,Store_Max_Sales,Store_Sales_Range,Market_Segment,Outlet_Item_Interaction,Size_Location_Interaction,Visibility_Type_Ratio,MRP_Type_Ratio
NCW17,18.0,0,0.019386234,8,126.8994,OUT046,1997,2,0,1,3083.9856,16,1,2,0,7.049966666666666,0,0,0.019386234,4,3,2277.8442668817206,1488.405630940313,930,1945.8004999999998,101.8674,9779.9362,9678.068800000001,2,24,3,0.3212911805742201,0.953356108476534
NCY29,13.65,0,0.135226962,8,56.293,OUT019,1985,2,0,0,113.186,28,1,2,0,4.124029304029304,0,0,0.135226962,0,0,340.3297227272727,249.97944948330021,528,265.3213,33.9558,1482.0708,1448.115,0,8,3,2.2411382358453533,0.42291197132901753
DRH36,16.2,0,0.0,14,73.4696,OUT013,1987,0,2,1,2087.9488,26,1,0,0,4.535160493827161,0,1,0.06990595905899705,0,0,2298.995255579399,1533.5316639442303,932,2050.664,73.238,10256.649,10183.411,0,30,0,1.0,0.5425965904128868
FDB17,13.15,0,0.036729122,5,179.7976,OUT049,1999,1,0,1,2535.3664,14,0,1,0,13.672821292775664,0,0,0.036729122,3,0,2348.3546346236562,1513.2894635254877,930,1966.1074,111.8544,7646.0472,7534.1928,2,21,1,0.5114798962924614,1.3175133371571146
NCA17,20.6,0,0.045380404,8,148.4392,OUT013,1987,0,2,1,1789.6704,26,1,2,0,7.20578640776699,0,0,0.045380404,4,3,2298.995255579399,1533.5316639442303,932,2050.664,73.238,10256.649,10183.411,2,24,0,0.7520967494818779,1.1151779918373919
FDT27,11.395,1,0.069587171,10,234.6616,OUT046,1997,2,0,1,4687.232,16,1,1,0,20.59338306274682,1,0,0.069587171,2,2,2277.8442668817206,1488.405630940313,930,1945.8004999999998,101.8674,9779.9362,9678.068800000001,2,26,3,1.0917186370234253,1.6726758212831467
FDR32,6.78,1,0.08573655,6,229.5694,OUT013,1987,0,2,1,3425.541,26,1,1,0,33.85979351032448,1,0,0.08573655,2,1,2298.995255579399,1533.5316639442303,932,2050.664,73.238,10256.649,10183.411,2,22,0,1.169593251811027,1.5908708247990895
FDG41,8.84,1,0.076681143,5,110.7228,OUT049,1999,1,0,1,1657.842,14,0,1,0,12.525203619909503,0,0,0.076681143,1,2,2348.3546346236562,1513.2894635254877,930,1966.1074,111.8544,7646.0472,7534.1928,2,21,1,1.0678410191571526,0.811349905267811
FDX25,16.7,0,0.102055777,3,184.0292,OUT046,1997,2,0,1,3101.2964,16,1,1,0,11.0197125748503,0,0,0.102055777,3,0,2277.8442668817206,1488.405630940313,930,1945.8004999999998,101.8674,9779.9362,9678.068800000001,2,19,3,1.4211688950674246,1.3275714718113913
FDG56,13.3,1,0.071856726,6,63.2536,OUT017,2007,2,1,1,1347.5792,6,2,1,0,4.75590977443609,0,0,0.071856726,0,0,2340.67526349892,1550.7780254644128,926,2005.0567,143.8128,9664.7528,9520.94,0,22,4,0.9802487017127932,0.43833501679018055
FDN16,12.6,1,0.063054947,5,102.399,OUT017,2007,2,1,1,2270.378,6,2,1,0,8.126904761904763,0,0,0.063054947,1,2,2340.67526349892,1550.7780254644128,926,2005.0567,143.8128,9664.7528,9520.94,2,21,4,0.878086270406536,0.7503551115896507
FDD47,7.6,1,0.142383847,15,172.3448,OUT035,2004,2,1,1,2556.672,9,0,1,0,22.676947368421054,0,0,0.142383847,3,1,2438.841866021505,1538.512533259296,930,2109.2544,113.8518,8479.6288,8365.777,2,31,4,1.9507259749015549,1.1508687361688534
FDR12,12.6,1,0.03150851,0,170.5764,OUT013,1987,0,2,1,3779.0808,26,1,1,0,13.537809523809525,0,0,0.03150851,3,2,2298.995255579399,1533.5316639442303,932,2050.664,73.238,10256.649,10183.411,2,16,0,0.42987449972438063,1.3382924771770983
FDS33,6.67,1,0.123620492,13,90.0514,OUT049,1999,1,0,1,1505.3738,14,0,1,0,13.50095952023988,0,0,0.123620492,1,1,2348.3546346236562,1513.2894635254877,930,1966.1074,111.8544,7646.0472,7534.1928,2,29,1,1.729432173945606,0.6148519033440535
NCC55,10.695,0,0.06375108,9,36.7848,OUT035,2004,2,1,1,782.9808,9,0,2,0,3.4394389901823277,0,0,0.06375108,0,2,2438.841866021505,1538.512533259296,930,2109.2544,113.8518,8479.6288,8365.777,0,25,4,1.008945533827554,0.24731521723506183
FDA38,5.44,0,0.04461205,4,241.1538,OUT019,1985,2,0,0,480.7076,28,1,1,0,44.329742647058815,1,0,0.04461205,2,1,340.3297227272727,249.97944948330021,528,265.3213,33.9558,1482.0708,1448.115,1,4,3,0.5890910521164401,1.6379281811381223
FDK44,16.6,0,0.122204371,6,173.5738,OUT035,2004,2,1,1,1911.5118,9,0,1,0,10.456253012048192,0,0,0.122204371,3,0,2438.841866021505,1538.512533259296,930,2109.2544,113.8518,8479.6288,8365.777,2,22,4,1.667076732891762,1.2028323215964853
FDZ57,10.0,1,0.037764307,13,127.2994,OUT046,1997,2,0,1,642.497,16,1,1,0,12.729940000000001,0,0,0.037764307,4,2,2277.8442668817206,1488.405630940313,930,1945.8004999999998,101.8674,9779.9362,9678.068800000001,2,29,3,0.5283170006519571,0.8691733652620172
NCN14,19.1,0,0.092437711,11,185.2608,OUT017,2007,2,1,1,1470.0864,6,2,2,0,9.699518324607329,0,0,0.092437711,3,3,2340.67526349892,1550.7780254644128,926,2005.0567,143.8128,9664.7528,9520.94,2,27,4,1.5053421224735568,1.3851787707855627
NCB06,17.6,0,0.137807013,8,161.792,OUT010,1998,2,2,0,159.792,15,0,2,0,9.192727272727272,0,0,0.137807013,3,3,339.351661981982,271.0148547350674,555,250.3408,33.29,1775.6886,1742.3986,2,8,5,2.2838978368968883,1.2154934657109127
DRL01,19.5,1,0.077292302,14,235.3958,OUT049,1999,1,0,1,6309.7866,14,0,0,0,12.071579487179488,1,0,0.077292302,2,3,2348.3546346236562,1513.2894635254877,930,1966.1074,111.8544,7646.0472,7534.1928,2,30,1,1.105661134478811,1.738473579242487
FDU10,10.1,1,0.045763062,13,38.4848,OUT049,1999,1,0,1,633.8416,14,0,1,0,3.8103762376237627,0,0,0.045763062,0,2,2348.3546346236562,1513.2894635254877,930,1966.1074,111.8544,7646.0472,7534.1928,0,29,1,0.6402183854847265,0.2627660705976279
NCS38,8.6,0,0.090558833,9,112.6176,OUT018,2009,1,2,2,3091.9752,4,2,2,0,13.09506976744186,0,0,0.090558833,1,1,1995.498739224138,1375.9328887730178,928,1655.1788,69.2432,6768.5228,6699.2796,2,41,2,1.4332138389496352,0.7571618225052549
FDQ16,19.7,0,0.041703666,5,109.1912,OUT013,1987,0,2,1,1637.868,26,1,1,0,5.542700507614213,0,0,0.041703666,1,3,2298.995255579399,1533.5316639442303,932,2050.664,73.238,10256.649,10183.411,2,21,0,0.5807540610607421,0.8001267108136589
FDS40,15.35,0,0.014098693,5,37.219,OUT017,2007,2,1,1,805.618,6,2,1,0,2.4246905537459287,0,0,0.014098693,0,0,2340.67526349892,1550.7780254644128,926,2005.0567,143.8128,9664.7528,9520.94,0,21,4,0.19633461517264833,0.2727318323250736
FDE36,5.26,1,0.042008667,0,162.6868,OUT017,2007,2,1,1,3767.0964,6,2,1,0,30.9290494296578,0,0,0.042008667,3,1,2340.67526349892,1550.7780254644128,926,2005.0567,143.8128,9664.7528,9520.94,2,16,4,0.5731294406086831,1.2763929862279608
FDV31,9.8,0,0.106933748,6,175.337,OUT045,2002,2,1,1,529.311,11,0,1,0,17.891530612244896,0,0,0.106933748,3,2,2192.384797631862,1462.3996581632011,929,1834.9448,99.87,8994.958,8895.088,2,22,4,1.4587593045400231,1.215050951075352
NCD42,16.5,0,0.012663476,8,39.3506,OUT045,2002,2,1,1,645.1602,11,0,2,0,2.3848848484848486,0,0,0.012663476,0,0,2192.384797631862,1462.3996581632011,929,1834.9448,99.87,8994.958,8895.088,0,24,4,0.20987382872884455,0.29562893821575753
FDT20,10.5,0,0.041387618,6,40.1164,OUT035,2004,2,1,1,849.5608,9,0,1,0,3.820609523809524,0,0,0.041387618,0,2,2438.841866021505,1538.512533259296,930,2109.2544,113.8518,8479.6288,8365.777,0,22,4,0.5645979307696962,0.2779987679367119
NCN19,13.1,0,0.012148836,11,191.353,OUT018,2009,1,2,2,1328.271,4,2,2,0,14.607099236641222,1,0,0.012148836,3,0,1995.498739224138,1375.9328887730178,928,1655.1788,69.2432,6768.5228,6699.2796,2,43,2,0.1978430055437348,1.4307296164441143
FDW21,5.34,1,0.005935001,13,98.8358,OUT027,1985,1,2,3,2010.716,28,1,1,0,18.508576779026217,0,0,0.005935001,1,1,3694.0385576470585,2127.7600537615554,935,3364.9532,241.6854,13086.9648,12845.2794,2,61,2,0.08302977536927571,0.6748299276694445
FDF34,9.3,1,0.014047825,13,196.5084,OUT045,2002,2,1,1,4364.9848,11,0,1,0,21.129935483870966,1,0,0.014047825,2,2,2192.384797631862,1462.3996581632011,929,1834.9448,99.87,8994.958,8895.088,2,29,4,0.19652696843301215,1.3417177718846638
FDI28,14.3,0,0.026375082,5,79.6302,OUT045,2002,2,1,1,792.302,11,0,1,0,5.568545454545454,0,0,0.026375082,0,0,2192.384797631862,1462.3996581632011,929,1834.9448,99.87,8994.958,8895.088,0,21,4,0.36729231387739586,0.5835108507593454
FDG44,6.13,0,0.0,6,55.7298,OUT027,1985,1,2,3,2804.3496,28,1,1,0,9.09132137030995,0,1,0.07330458675889538,0,1,3694.0385576470585,2127.7600537615554,935,3364.9532,241.6854,13086.9648,12845.2794,0,54,2,1.0000000000000002,0.3861965614401932
DRF60,10.8,0,0.052174319,14,240.3564,OUT045,2002,2,1,1,4290.4152,11,0,0,0,22.255222222222223,1,0,0.052174319,2,2,2192.384797631862,1462.3996581632011,929,1834.9448,99.87,8994.958,8895.088,1,30,4,0.7463500923571844,1.7751092033156024
FDQ36,7.8549999999999995,1,0.0,0,38.1848,OUT019,1985,2,0,0,37.2848,28,1,1,0,4.8612094207511145,0,1,0.07329699719383698,0,1,340.3297227272727,249.97944948330021,528,265.3213,33.9558,1482.0708,1448.115,0,0,3,1.0,0.2995867575028671
FDP34,12.85,0,0.137786856,13,157.763,OUT018,2009,1,2,2,2659.871,4,2,1,0,12.27727626459144,0,0,0.137786856,4,0,1995.498739224138,1375.9328887730178,928,1655.1788,69.2432,6768.5228,6699.2796,2,45,2,1.9276174852403127,1.077172379632831
FDA20,6.78,0,0.066608487,6,184.624,OUT035,2004,2,1,1,5406.296,9,0,1,0,27.230678466076693,0,0,0.066608487,3,1,2438.841866021505,1538.512533259296,930,2109.2544,113.8518,8479.6288,8365.777,2,22,4,0.9086537411237392,1.2794080359042062
FDE41,9.195,1,0.064002068,5,85.5566,OUT035,2004,2,1,1,930.1226,9,0,1,0,9.30468733007069,0,0,0.064002068,1,2,2438.841866021505,1538.512533259296,930,2109.2544,113.8518,8479.6288,8365.777,2,21,4,0.8912756232817941,0.626938076936602
DRK47,7.905,0,0.06406438,7,229.2694,OUT046,1997,2,0,1,1826.9552,16,1,0,0,29.003086654016442,1,0,0.06406438,2,1,2277.8442668817206,1488.405630940313,930,1945.8004999999998,101.8674,9779.9362,9678.068800000001,1,23,3,0.9102917656499474,1.669903116169483
FDY10,17.6,0,0.049345425,13,115.4176,OUT017,2007,2,1,1,1145.176,6,2,1,0,6.557818181818181,0,0,0.049345425,1,3,2340.67526349892,1550.7780254644128,926,2005.0567,143.8128,9664.7528,9520.94,2,29,4,0.6903351074837969,0.788046949180164
FDI02,15.7,1,0.11521312,3,112.0202,OUT017,2007,2,1,1,3150.5656,6,2,1,0,7.135044585987262,0,0,0.11521312,1,0,2340.67526349892,1550.7780254644128,926,2005.0567,143.8128,9664.7528,9520.94,2,19,4,1.6043903369396777,0.8081044844329401
FDE41,9.195000000000002,1,0.0,5,83.7566,OUT019,1985,2,0,0,253.6698,28,1,1,0,9.108928765633495,0,1,0.07180951248765893,0,2,340.3297227272727,249.97944948330021,528,265.3213,33.9558,1482.0708,1448.115,0,5,3,1.0,0.6137481121824406
FDZ52,19.2,0,0.099991245,5,112.7886,OUT013,1987,0,2,1,1779.0176,26,1,1,0,5.874406250000001,0,0,0.099991245,1,3,2298.995255579399,1533.5316639442303,932,2050.664,73.238,10256.649,10183.411,2,21,0,1.3924512440769508,0.8264875881506702
FDG50,7.405,0,0.015334003,3,92.7146,OUT018,2009,1,2,2,1185.7898,4,2,1,0,12.520540175557056,0,0,0.015334003,1,1,1995.498739224138,1375.9328887730178,928,1655.1788,69.2432,6768.5228,6699.2796,2,35,2,0.21353233242710576,0.6688354781763135
DRL01,19.5,1,0.129170642,14,233.9958,OUT010,1998,2,2,0,467.3916,15,0,0,0,11.999784615384616,1,0,0.129170642,2,3,339.351661981982,271.0148547350674,555,250.3408,33.29,1775.6886,1742.3986,2,14,5,1.8477772673283346,1.7281341296391401
FDV48,9.195,1,0.051908824,0,78.1644,OUT017,2007,2,1,1,1414.1592,6,2,1,0,8.500750407830342,0,0,0.051908824,0,2,2340.67526349892,1550.7780254644128,926,2005.0567,143.8128,9664.7528,9520.94,0,16,4,0.7081985072693352,0.6132549901572643
FDR48,11.65,0,0.131770922,0,151.1024,OUT045,2002,2,1,1,1518.024,11,0,1,0,12.970163090128754,0,0,0.131770922,4,2,2192.384797631862,1462.3996581632011,929,1834.9448,99.87,8994.958,8895.088,2,16,4,1.7977669897107285,1.1855051765860034
NCD54,21.1,0,0.028984804,9,146.1786,OUT013,1987,0,2,1,3034.0506,26,1,2,0,6.927895734597155,0,0,0.028984804,4,3,2298.995255579399,1533.5316639442303,932,2050.664,73.238,10256.649,10183.411,2,25,0,0.4587230293928671,0.982802467707238
NCT54,8.695,0,0.120211747,9,93.2094,OUT017,2007,2,1,1,666.4658,6,2,2,0,10.719884991374354,0,0,0.120211747,1,1,2340.67526349892,1550.7780254644128,926,2005.0567,143.8128,9664.7528,9520.94,2,25,4,1.9025105966715834,0.6266746865376398
FDH02,7.27,1,0.02076385,3,89.0488,OUT013,1987,0,2,1,181.0976,26,1,1,0,12.248803301237965,0,0,0.02076385,1,1,2298.995255579399,1533.5316639442303,932,2050.664,73.238,10256.649,10183.411,2,19,0,0.28914519715866493,0.6423906992968411
NCD43,8.85,0,0.016006626,9,105.6964,OUT013,1987,0,2,1,210.3928,26,1,2,0,11.94309604519774,0,0,0.016006626,1,2,2298.995255579399,1533.5316639442303,932,2050.664,73.238,10256.649,10183.411,2,25,0,0.2533261211315636,0.7106285239273827
FDE46,18.6,0,0.015766712,13,152.9366,OUT035,2004,2,1,1,1662.5026,9,0,1,0,8.222397849462364,0,0,0.015766712,4,3,2438.841866021505,1538.512533259296,930,2109.2544,113.8518,8479.6288,8365.777,2,29,4,0.22057394020187424,1.0442187417515794
NCO42,21.25,0,0.024536199,9,144.6102,OUT027,1985,1,2,3,3791.0652,28,1,2,0,6.805185882352941,0,0,0.024536199,4,3,3694.0385576470585,2127.7600537615554,935,3364.9532,241.6854,13086.9648,12845.2794,2,57,2,0.38831794532977476,0.9722576452068719
FDR40,9.1,1,0.008046878,5,78.7618,OUT049,1999,1,0,1,402.809,14,0,1,0,8.655142857142856,0,0,0.008046878,0,2,2348.3546346236562,1513.2894635254877,930,1966.1074,111.8544,7646.0472,7534.1928,0,21,1,0.1120586635563488,0.5771474255412821
FDG24,7.975,0,0.014653896,0,82.425,OUT049,1999,1,0,1,749.025,14,0,1,0,10.335423197492164,0,0,0.014653896,0,1,2348.3546346236562,1513.2894635254877,930,1966.1074,111.8544,7646.0472,7534.1928,0,16,1,0.19992491590408756,0.6466824099425379
NCO17,10.0,0,0.073794811,8,121.444,OUT017,2007,2,1,1,2516.724,6,2,2,0,12.144400000000001,0,0,0.073794811,4,2,2340.67526349892,1550.7780254644128,926,2005.0567,143.8128,9664.7528,9520.94,2,24,4,1.2230132962617417,0.9123713684842024
FDF22,6.865,0,0.056830682,13,214.0218,OUT046,1997,2,0,1,5556.7668,16,1,1,0,31.1757902403496,1,0,0.056830682,2,1,2277.8442668817206,1488.405630940313,930,1945.8004999999998,101.8674,9779.9362,9678.068800000001,1,29,3,0.7950527321802879,1.4612955610586884
FDC59,16.7,1,0.054618573,15,65.5168,OUT035,2004,2,1,1,1022.6688,9,0,1,0,3.923161676646707,0,0,0.054618573,0,0,2438.841866021505,1538.512533259296,930,2109.2544,113.8518,8479.6288,8365.777,0,31,4,0.7483002553172814,0.43750224441832614
NCY18,7.285,0,0.052141447,9,174.9054,OUT010,1998,2,2,0,525.3162,15,0,2,0,24.008977350720656,0,0,0.052141447,3,1,339.351661981982,271.0148547350674,555,250.3408,33.29,1775.6886,1742.3986,2,9,5,0.825207668292931,1.1759413398084366
DRE48,8.43,0,0.017360867,14,196.2768,OUT045,2002,2,1,1,1576.6144,11,0,0,0,23.283131672597868,1,0,0.017360867,2,1,2192.384797631862,1462.3996581632011,929,1834.9448,99.87,8994.958,8895.088,1,30,4,0.2483460241972836,1.4495672013615442
FDV60,20.2,1,0.196438668,0,194.611,OUT010,1998,2,2,0,392.822,15,0,1,0,9.634207920792079,1,0,0.196438668,2,3,339.351661981982,271.0148547350674,555,250.3408,33.29,1775.6886,1742.3986,2,0,5,2.6800370481823386,1.5268609096915648
FDB56,8.75,1,0.074743226,6,187.6556,OUT049,1999,1,0,1,5257.1568,14,0,1,0,21.446354285714285,1,0,0.074743226,3,2,2348.3546346236562,1513.2894635254877,930,1966.1074,111.8544,7646.0472,7534.1928,2,22,1,1.0196255010049566,1.3004164281048258
FDL20,17.1,0,0.127792701,6,111.1886,OUT027,1985,1,2,3,4447.544,28,1,1,0,6.50225730994152,0,0,0.127792701,1,3,3694.0385576470585,2127.7600537615554,935,3364.9532,241.6854,13086.9648,12845.2794,2,54,2,1.7433111166743276,0.7705151461399299
NCZ53,9.6,0,0.024358634,8,190.4214,OUT027,1985,1,2,3,5652.642,28,1,2,0,19.8355625,1,0,0.024358634,3,2,3694.0385576470585,2127.7600537615554,935,3364.9532,241.6854,13086.9648,12845.2794,2,56,2,0.4036995671792334,1.430577330347137
DRM35,9.695,0,0.070431235,7,177.5344,OUT035,2004,2,1,1,3033.3848,9,0,0,0,18.31195461578133,0,0,0.070431235,3,2,2438.841866021505,1538.512533259296,930,2109.2544,113.8518,8479.6288,8365.777,2,23,4,1.0007585067561158,1.2930868567165068
FDV16,7.75,1,0.082930699,5,35.2558,OUT046,1997,2,0,1,780.9834,16,1,1,0,4.549135483870968,0,0,0.082930699,0,1,2277.8442668817206,1488.405630940313,930,1945.8004999999998,101.8674,9779.9362,9678.068800000001,0,21,3,1.1548706588733955,0.2583459774332016
FDY19,19.75,0,0.041330512,6,115.8466,OUT013,1987,0,2,1,2474.7786,26,1,1,0,5.865650632911392,0,0,0.041330512,1,3,2298.995255579399,1533.5316639442303,932,2050.664,73.238,10256.649,10183.411,2,22,0,0.5638189072116231,0.8027941707046766
FDY12,9.8,1,0.235354055,0,50.8008,OUT010,1998,2,2,0,101.2016,15,0,1,0,5.183755102040816,0,0,0.235354055,0,2,339.351661981982,271.0148547350674,555,250.3408,33.29,1775.6886,1742.3986,0,0,5,3.2109644870934666,0.3985681986170322
FDM15,11.8,1,0.057746382,10,152.4366,OUT017,2007,2,1,1,3929.5516,6,2,1,0,12.918355932203388,0,0,0.057746382,4,2,2340.67526349892,1550.7780254644128,926,2005.0567,143.8128,9664.7528,9520.94,2,26,4,0.90595436693459,1.0865732403538138
FDP12,9.8,1,0.045337184,0,36.8874,OUT049,1999,1,0,1,564.5984,14,0,1,0,3.764020408163265,0,0,0.045337184,0,2,2348.3546346236562,1513.2894635254877,930,1966.1074,111.8544,7646.0472,7534.1928,0,16,1,0.6185408097974863,0.2894077370763042
FDT21,7.42,0,0.020374875,13,248.0092,OUT013,1987,0,2,1,1245.046,26,1,1,0,33.424420485175204,1,0,0.020374875,2,1,2298.995255579399,1533.5316639442303,932,2050.664,73.238,10256.649,10183.411,1,29,0,0.285041450612573,1.6933543361550851
DRE49,20.75,0,0.035568147,14,151.8024,OUT010,1998,2,2,0,151.8024,15,0,0,0,7.315778313253013,0,0,0.035568147,4,3,339.351661981982,271.0148547350674,555,250.3408,33.29,1775.6886,1742.3986,2,14,5,0.5087999289156782,1.121109474619342
FDN16,12.6,1,0.062797771,5,103.999,OUT049,1999,1,0,1,825.592,14,0,1,0,8.25388888888889,0,0,0.062797771,1,2,2348.3546346236562,1513.2894635254877,930,1966.1074,111.8544,7646.0472,7534.1928,2,21,1,0.8745049064466539,0.7620795247044607
FDE04,19.75,1,0.018096488,5,179.566,OUT018,2009,1,2,2,2696.49,4,2,1,0,9.091949367088608,0,0,0.018096488,3,3,1995.498739224138,1375.9328887730178,928,1655.1788,69.2432,6768.5228,6699.2796,2,37,2,0.25200683548868313,1.3158162283587458
FDC51,10.895,1,0.009613854,4,122.973,OUT013,1987,0,2,1,1231.73,26,1,1,0,11.287104176227627,0,0,0.009613854,4,2,2298.995255579399,1533.5316639442303,932,2050.664,73.238,10256.649,10183.411,2,20,0,0.12694855689783022,0.8352385167436644
FDO04,16.6,0,0.026645307,5,53.5614,OUT018,2009,1,2,2,939.4438,4,2,1,0,3.226590361445783,0,0,0.026645307,0,0,1995.498739224138,1375.9328887730178,928,1655.1788,69.2432,6768.5228,6699.2796,0,37,2,0.3710553947094296,0.3924849878797441
FDD41,6.765,1,0.087753682,5,105.3306,OUT017,2007,2,1,1,2090.612,6,2,1,0,15.569933481152995,0,0,0.087753682,1,1,2340.67526349892,1550.7780254644128,926,2005.0567,143.8128,9664.7528,9520.94,2,21,4,1.2220342258288024,0.7718371675192616
FDI45,13.1,0,0.037657459,6,175.8054,OUT045,2002,2,1,1,2801.6864,11,0,1,0,13.420259541984732,0,0,0.037657459,3,0,2192.384797631862,1462.3996581632011,929,1834.9448,99.87,8994.958,8895.088,2,22,4,0.513712179073574,1.2182968710208495
NCB18,19.6,0,0.041091215,9,89.5514,OUT027,1985,1,2,3,3364.9532,28,1,2,0,4.568948979591837,0,0,0.041091215,1,3,3694.0385576470585,2127.7600537615554,935,3364.9532,241.6854,13086.9648,12845.2794,2,57,2,0.6503230667433052,0.6020808579822078
FDW51,6.155,1,0.095195306,10,213.956,OUT017,2007,2,1,1,2343.616,6,2,1,0,34.76133225020308,1,0,0.095195306,2,1,2340.67526349892,1550.7780254644128,926,2005.0567,143.8128,9664.7528,9520.94,2,26,4,1.4934719751338632,1.5250856041996514
NCK07,10.65,0,0.048686689,11,164.1526,OUT046,1997,2,0,1,1808.9786,16,1,2,0,15.413389671361502,0,0,0.048686689,3,2,2277.8442668817206,1488.405630940313,930,1945.8004999999998,101.8674,9779.9362,9678.068800000001,2,27,3,0.7928595695697178,1.227354608688153
FDZ45,14.1,0,0.117091213,13,197.9084,OUT019,1985,2,0,0,992.042,28,1,1,0,14.036056737588654,1,0,0.117091213,2,0,340.3297227272727,249.97944948330021,528,265.3213,33.9558,1482.0708,1448.115,1,13,3,1.6380885383348742,1.3512766756294325
FDB37,20.25,1,0.022940826,0,241.8538,OUT046,1997,2,0,1,5768.4912,16,1,1,0,11.943397530864198,1,0,0.022940826,2,3,2277.8442668817206,1488.405630940313,930,1945.8004999999998,101.8674,9779.9362,9678.068800000001,2,16,3,0.31298452703774515,1.8975140823507501
FDZ60,20.5,0,0.119339241,0,106.0596,OUT035,2004,2,1,1,970.7364,9,0,1,0,5.173639024390244,0,0,0.119339241,1,3,2438.841866021505,1538.512533259296,930,2109.2544,113.8518,8479.6288,8365.777,2,16,4,1.6281600279531558,0.8321125596062068
FDN04,11.8,1,0.014075334,5,176.8344,OUT013,1987,0,2,1,3568.688,26,1,1,0,14.985966101694913,0,0,0.014075334,3,2,2298.995255579399,1533.5316639442303,932,2050.664,73.238,10256.649,10183.411,2,21,0,0.19600932400730287,1.2957997240684862
FDW47,15.0,0,0.046336634,1,120.0414,OUT013,1987,0,2,1,3533.4006,26,1,1,0,8.00276,0,0,0.046336634,4,0,2298.995255579399,1533.5316639442303,932,2050.664,73.238,10256.649,10183.411,2,17,0,0.629371085595409,0.8490100301850224
FDB17,13.15,0,0.036641589,5,180.7976,OUT013,1987,0,2,1,6157.3184,26,1,1,0,13.74886692015209,0,0,0.036641589,3,0,2298.995255579399,1533.5316639442303,932,2050.664,73.238,10256.649,10183.411,2,21,0,0.5102609352249421,1.324841095353871
FDR56,15.5,1,0.101176316,6,198.9768,OUT018,2009,1,2,2,4729.8432,4,2,1,0,12.837212903225806,1,0,0.101176316,2,0,1995.498739224138,1375.9328887730178,928,1655.1788,69.2432,6768.5228,6699.2796,2,38,2,1.3802180801151909,1.378870119153003
FDU55,16.2,0,0.035737373,6,260.6278,OUT027,1985,1,2,3,9371.8008,28,1,1,0,16.088135802469136,1,0,0.035737373,2,0,3694.0385576470585,2127.7600537615554,935,3364.9532,241.6854,13086.9648,12845.2794,1,54,2,0.48751892044004114,1.80609943290165
FDH40,11.6,1,0.079376029,5,81.7276,OUT017,2007,2,1,1,1949.4624,6,2,1,0,7.04548275862069,0,0,0.079376029,0,2,2340.67526349892,1550.7780254644128,926,2005.0567,143.8128,9664.7528,9520.94,0,21,4,1.105369278389704,0.598880090801222
FDH05,14.35,1,0.091054989,5,231.8984,OUT049,1999,1,0,1,4633.968,14,0,1,0,16.16016724738676,1,0,0.091054989,2,0,2348.3546346236562,1513.2894635254877,930,1966.1074,111.8544,7646.0472,7534.1928,2,21,1,1.2680073411673498,1.6992954014146766
FDX58,13.15,0,0.043852434,13,182.695,OUT045,2002,2,1,1,4211.185,11,0,1,0,13.89315589353612,0,0,0.043852434,3,0,2192.384797631862,1462.3996581632011,929,1834.9448,99.87,8994.958,8895.088,2,29,4,0.613488985834373,1.2474027997503854
FDC51,10.895,1,0.009620042,4,121.673,OUT035,2004,2,1,1,1970.768,9,0,1,0,11.167783386874714,0,0,0.009620042,4,2,2438.841866021505,1538.512533259296,930,2109.2544,113.8518,8479.6288,8365.777,2,20,4,0.12703026790260352,0.826408854364388
